index,MAL_ID,English name,Score,Genres,sypnopsis,Episodes,Aired,Popularity,Url_image,Url_source
3599,34665,"Kemy & Buka, Chaka",6.910327731092437,"Adventure, Kids","This anime is a fusion of 3D CGI and live-action. Majority of the episodes are Kemy, Buka, and Chaka in their animated club house but other parts of the episodes are the characters imposed on live footage of nature. The program solves various questions by looking at the world with the vision of infants who are still immature in the world.",156,"Feb 23, 2009 to Feb 10, 2010",16195,https://cdn.myanimelist.net/images/anime/10/83626.jpg,https://myanimelist.net/anime/34665/Kemy_Lang_Buka_Chaka
3024,29844,Nekoronde TV.,6.910327731092437,Comedy,"Short stories about cats Poo, Raa, and Sue.",12,2014,16199,https://cdn.myanimelist.net/images/anime/8/71656.jpg,https://myanimelist.net/anime/29844/Nekoronde_TV
3397,33083,Wa Wa Wa Wappi-chan,6.910327731092437,Kids,"In a world where past and future connect, cute little catgirl Wappi-chan learns the meaning of Japanese culture by interacting with the strange beings and spirits who inhabit Watt Warp Town. (Source: The Anime Encyclopedia)",26,"Jul 3, 2006 to Oct, 2006",16210,https://cdn.myanimelist.net/images/anime/11/79393.jpg,https://myanimelist.net/anime/33083/Wa_Wa_Wa_Wappi-chan
3867,36881,Dennou Senshi Dokan-kun,6.910327731092437,Comedy,"animated series that aired within the variety program ""Fight Tension☆Depart.""",11,"Jan 15, 2007 to Mar 26, 2007",16216,https://cdn.myanimelist.net/images/anime/1091/105649.jpg,https://myanimelist.net/anime/36881/Dennou_Senshi_Dokan-kun
3854,36735,The Capsule Samurai,6.910327731092437,"Comedy, Music, Samurai","series of shorts shown on the NHK's channel Eigo-rian, which taught children English.",40,2004 to 2005,16217,https://cdn.myanimelist.net/images/anime/11/88830.jpg,https://myanimelist.net/anime/36735/Capsule_Samurai
3605,34701,Girls★Battle Aloe Megumi,6.910327731092437,"Action, Comedy, Kids","orinaga Milk commissioned anime for a new aloe yogurt. A surreal flash animation with detectives, secret agents, office ladies, and most important of all--snack breaks!",24,"Jul, 2008 to 2009",16223,https://cdn.myanimelist.net/images/anime/5/83678.jpg,https://myanimelist.net/anime/34701/Girls★Battle_Aloe_Megumi
4288,39628,Kaijuu Step Wandabada,6.910327731092437,"Comedy, Kids","me based on the picture book Kaijuu Step , which features monsters from Ultraman series",26,"Sep 27, 2019 to Mar 27, 2020",16233,https://cdn.myanimelist.net/images/anime/1132/102644.jpg,https://myanimelist.net/anime/39628/Kaijuu_Step_Wandabada
4082,38120,GG Bond Season 3:Adventure in the Future,6.910327731092437,"Sci-Fi, Sports, Super Power, Kids, School","This time, G.G. Bond is sent to 2080 to find a world divided, where the poor live on a lower, polluted level. He finds that his primary school, Parents' Hope School, is about to be taken over by a competitor, Super Technology School. To defend against this, he must win sports competitions to raise funds. (Source: Wikipedia)",40,"May, 2008 to 2008",16255,https://cdn.myanimelist.net/images/anime/1291/93347.jpg,https://myanimelist.net/anime/38120/Zhu_Zhu_Xia__Yong_Chuang_Weilai_Cheng
3493,33842,Pukipuki and Poi,6.910327731092437,Kids,stop-motion animation with felt characters on a small island floating in the sea.,25,"Jan 9, 2012 to Feb 10, 2012",16270,https://cdn.myanimelist.net/images/anime/4/81482.jpg,https://myanimelist.net/anime/33842/Fushigi_no_Yappo_Shima__Pukipuki_to_Poi
3600,34666,Kemy,6.910327731092437,Kids,"Kemy is an animation series with some educational undertones targeting 5~7-year-old kids. The entire series is set against the backdrop of a supermarket. Viewing the animations, children will be able to imagine themselves in amidst all a supermarket has to offer. Children can join Kemy and his quest to figure out the answers to everyday questions. Buka and Chaka do not reprise their roles in this season. (Source: korean-products.com)",52,"Feb 28, 2011 to Aug 23, 2011",16273,https://cdn.myanimelist.net/images/anime/12/83627.jpg,https://myanimelist.net/anime/34666/Kemy
4092,38131,GG Bond Season 13:Agent G,6.910327731092437,"Sci-Fi, Super Power, Kids","mpting to make GG Bond the partner for Iron Fist, Mr. Mihoo disguised himself as a school teacher, showing GG Bond the charm of interstellar shuttling. GG Bond took his invitation and became an agent. As GG Bond’s pet and mission partner, Iron Fist had the power to absorb everything. His biggest secret was that his stomach linked to the infinite fifth dimension. One day Iron Fist ate the stone of eternal energy. The universe would lose balance without the stone. GG Bond had to enter into Iron Fist’s fifth dimension searching for it. After all adventures and difficulties, he finally brought it out and saved the world. (Source: Official YouTube channel)",124,"May 27, 2017 to Dec 28, 2017",16292,https://cdn.myanimelist.net/images/anime/1127/93358.jpg,https://myanimelist.net/anime/38131/Zhu_Zhu_Xia__Chao_Xing_Meng_Chong
4151,38560,Sylvanian Families: Mini Story 2nd Season,6.910327731092437,"Slice of Life, Kids",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,12,"Oct 3, 2018 to Dec 19, 2018",16293,https://cdn.myanimelist.net/images/anime/1423/95790.jpg,https://myanimelist.net/anime/38560/Sylvanian_Families__Mini_Story_2nd_Season
4306,39798,GG Bond Season 15:Dinosaur Diary,6.910327731092437,"Sci-Fi, Historical, Super Power, Kids","more educational season of GG Bond. This season is composed of 2 arcs, each arc has 52 episodes. GG Bond works on cleaning up some fossils at the lab as they'll be used in a museum exhibit. He uses a fossil to create a data coin that is compatible with his special jet. This allows for him to travel back in time to the original animal (a T-Rex) the fossil was made of. While GG Bond is ecstatic to learn about dinosaurs in-person (as well as mine more accurate data for the data coin), he didn't quite realize the danger he'd be in. He successfully gets out of this sticky situation but there's still a lot more dinosaurs he needs to get information on.",104,"Apr 29, 2019 to Aug 27, 2019",16298,https://cdn.myanimelist.net/images/anime/1956/100947.jpg,https://myanimelist.net/anime/39798/Zhu_Zhu_Xia__Konglong_Riji
4080,38118,GG Bond Season 1:Magic Jurassic,6.910327731092437,"Sci-Fi, Super Power, Kids, Martial Arts","The ""first"" season of Zhu Zhu Xia , its release format set the pattern and story style for later seasons. GG Bond was a martial artist pig in a prehistoric world where resources are strained by overpopulation. At the cost of his own life, he entrusted a powerful ""Magic Wisdom Ball"" to Wang Xiaoer that could be used to save the environment. Wang Xiaoer instead used the ball for his own gain. When G.G. Bond is reincarnated and sees what Wang Xiaoer has done, he knows it is up to him to fix the problem, no matter what Wang Xiaoer tries to do to stop him. (Source: Wikipedia)",20,"Jul, 2006 to 2006",16299,https://cdn.myanimelist.net/images/anime/1912/93345.jpg,https://myanimelist.net/anime/38118/Zhu_Zhu_Xia__Mo_Huan_Zhu_Luo_Ji
4088,38126,GG Bond Season 9:Shapeshifting Union,6.910327731092437,"Sci-Fi, Super Power, Kids",ll G.G. Bond be able to save Fairy World when his enemy is his father? Or is it a trick? G.G. Bond waivers between his alliance with his fellow warriors and his alliance with his long lost family.,52,"Jan 27, 2015 to Mar 27, 2015",16305,https://cdn.myanimelist.net/images/anime/1580/93353.jpg,https://myanimelist.net/anime/38126/Zhu_Zhu_Xia__Bai_Bian_Lian_Meng
3041,30057,Mabeobsa-ui Adeul Cory,6.910327731092437,"Adventure, Comedy, Fantasy",Korean TV series from 1993.,13,1993,16332,https://cdn.myanimelist.net/images/anime/2/72012.jpg,https://myanimelist.net/anime/30057/Mabeobsa-ui_Adeul_Cory
4089,38127,GG Bond Season 10:The Legend of Warriors,6.910327731092437,"Sci-Fi, Super Power, Kids",G.G. Bond finally won the appreciation of Princess Crystal and moved to Crystal City. But conspiracy traps lurk in the darkness out to frame G.G. Bond an ruin his good name.,52,"Sep 18, 2015 to Dec, 2015",16336,https://cdn.myanimelist.net/images/anime/1775/93354.jpg,https://myanimelist.net/anime/38127/Zhu_Zhu_Xia__Wu_Ling_Shou_Wei_Zhe
4087,38125,GG Bond Season 8:Kung Fu Team,6.910327731092437,"Sci-Fi, Super Power, Kids, Martial Arts",The Kung Fu Team was endowed with the transformation power of the 5 elements. The Fairy World is in danger again and together they must combine the 5 elements to defeat evil.,52,"Aug 10, 2014 to ?",16339,https://cdn.myanimelist.net/images/anime/1119/93352.jpg,https://myanimelist.net/anime/38125/Zhu_Zhu_Xia__Bian_Shen_Zhandu
3693,35364,Little Wizard Tao,6.910327731092437,"Kids, Magic","This Korean and Chinese co-production series focuses on Tao, a young boy with magical powers, as he attends school to become a wizard. Each episode was composed of two stories. (Source: Wiki)",39,"Jul 13, 2009 to Apr 26, 2010",16341,https://cdn.myanimelist.net/images/anime/10/85156.jpg,https://myanimelist.net/anime/35364/Kkoma_Sinseon_Tao
4081,38119,GG Bond Season 2:Martial Arts on the Olympics,6.910327731092437,"Sci-Fi, Historical, Sports, Super Power, Kids","Primary school student G.G. Bond is eager for the 2008 Beijing Olympics when he is dragged back in time to the competitive islander of Olympus. His only hope to return is to recover the ""Keyinuoer” diamond from the dragon who guards it at the peak of Bright Mountain. He can only do this if he wins the island's athletic competitions. He has the power of a super lollipop which enhances his athletic abilities for only a few minutes, but must face up against sports genius Super Qiang if he hopes to ever go home. (Source: Wikipedia)",20,"Jul, 2007 to 2007",16345,https://cdn.myanimelist.net/images/anime/1658/93346.jpg,https://myanimelist.net/anime/38119/Zhu_Zhu_Xia__Wu_Xia_2008
4339,40092,Xiao Hua Xian 3rd Season: Shou Hu Tian Shi,6.910327731092437,"Kids, Magic",Third season of Xiao Hua Xian .,40,"Apr 7, 2017 to Aug 18, 2017",16345,https://cdn.myanimelist.net/images/anime/1967/102006.jpg,https://myanimelist.net/anime/40092/Xiao_Hua_Xian_3rd_Season__Shou_Hu_Tian_Shi
4085,38123,GG Bond Season 6:Rescue Crew Comes,6.910327731092437,"Sci-Fi, Super Power, Kids","If Fairy Land loses happiness, the whole world will fall apart. G.G. Bond teams up with a rescue crew to save the world.",52,"Sep, 2012 to ?",16348,https://cdn.myanimelist.net/images/anime/1678/93350.jpg,https://myanimelist.net/anime/38123/Zhu_Zhu_Xia__Xingfu_Jiuyuan_Dui
3601,34667,Kemy Expedition,6.910327731092437,"Adventure, Kids","season of Kemy , where the gang goes on expeditions to explore nature. This season is similar to the original Kemy Lang Buka Chaka where some of the footage is live action nature. Still, Buka and Chaka do not reprise their roles in this season either.",26,"Jun 13, 2016 to Dec 12, 2016",16358,https://cdn.myanimelist.net/images/anime/2/83628.jpg,https://myanimelist.net/anime/34667/Kemy_Tamheomdae
3659,35106,Ninja Tamamaru,6.910327731092437,"Kids, Martial Arts",simple short anime series about a ninja named Tamamaru who is diligent and enthusiastic about his ninja training...but always fails at it.,26,"Apr 12, 2008 to Oct 25, 2008",16381,https://cdn.myanimelist.net/images/anime/2/84699.jpg,https://myanimelist.net/anime/35106/Ninja_Tamamaru
2977,29209,Tomodachi de Iyou ne,6.910327731092437,"Kids, Slice of Life","Short children's anime depicting Neko-kun, Nyaago, Usagi-kun, Kuma-kun, and other forest animals in their daily lives. It originally aired as a part of the early morning children's program Hirake! Ponkikki before the anime was combined and released on VHS.",26,1992 to 1993,16391,https://cdn.myanimelist.net/images/anime/13/70279.jpg,https://myanimelist.net/anime/29209/Tomodachi_de_Iyou_ne
3118,30906,Malta no Bouken,6.910327731092437,"Kids, Slice of Life",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,12,2014,16425,https://cdn.myanimelist.net/images/anime/1261/92048.jpg,https://myanimelist.net/anime/30906/Malta_no_Bouken
4090,38128,GG Bond Season 11,6.910327731092437,"Kids, Sci-Fi, Super Power","Twin City, as legend has it, is an evil city which was born at the time when Crystal City was created. There is a mirror-like lake above the city which has a horrifying power. It enables people to face the darkest side deep within their hearts. This darkness manifests as the person's opposite. The heroes must send these malicious beings back to their realm before they tear Crystal City apart.",52,"Apr 29, 2016 to Aug 24, 2016",16430,https://cdn.myanimelist.net/images/anime/1475/93355.jpg,https://myanimelist.net/anime/38128/Zhu_Zhu_Xia__Guang_Ming_Shou_Wei_Zhe
4133,38451,Reizouko no Tsukenosuke!,6.910327731092437,"Comedy, Kids, Parody",gag anime about foods in a refrigerator. The anime airs within the Oha Suta children's morning TV program and will receive a simultaneous manga serialization by Kazumata Oguri.,Ongoing,"Oct 1, 2018 to ?",16438,https://cdn.myanimelist.net/images/anime/1884/95217.jpg,https://myanimelist.net/anime/38451/Reizouko_no_Tsukenosuke
4091,38129,GG Bond Season 12:Dream Guardians,6.910327731092437,"Sci-Fi, Super Power, Kids",G.G. Bonds enters the realm of dreams to stop evil's power from growing. They must get the citizens of Crystal City to remember their dreams so that the 5 element powers can recharge.,52,"Oct 28, 2016 to Dec 29, 2016",16439,https://cdn.myanimelist.net/images/anime/1141/93356.jpg,https://myanimelist.net/anime/38129/Zhu_Zhu_Xia__Meng_Xiang_Shou_Wei_Zhe
4086,38124,GG Bond Season 7:Monster Hero,6.910327731092437,"Sci-Fi, Super Power, Kids",The Fairy World has been suffering attacks from all sorts of monsters. G.G. Bond by accident becomes a monster and now has to fight against both sides.,52,"Dec, 2013 to ?",16441,https://cdn.myanimelist.net/images/anime/1655/93351.jpg,https://myanimelist.net/anime/38124/Zhu_Zhu_Xia__Bian_Shen_Xiao_Ying_Xiong
4464,41115,Arms Rally,6.910327731092437,"Military, Adventure, Cars, Sports","flash animation about a long distance tank race in the Taklimakan desert (a real desert in Northwest China). It aired within ""Fight Tension☆Depart,"" a variety program that originally aired the anime as one of its segments.",11,"Jan 15, 2007 to Mar 26, 2007",16457,https://cdn.myanimelist.net/images/anime/1888/105574.jpg,https://myanimelist.net/anime/41115/Arms_Rally
3218,31692,Gogulyeoui Jeolm-eun Musadeul,6.910327731092437,Historical,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,7,2012 to 2014,16459,https://cdn.myanimelist.net/images/anime/8/76380.jpg,https://myanimelist.net/anime/31692/Gogulyeoui_Jeolm-eun_Musadeul
3694,35365,Little Wizard Tao 2,6.910327731092437,"Kids, Magic",direct continuation of Kkoma Sinseon Tao .,13,"Jan 5, 2013 to Apr 6, 2013",16463,https://cdn.myanimelist.net/images/anime/11/85157.jpg,https://myanimelist.net/anime/35365/Kkoma_Sinseon_Tao_2
4093,38136,GG Bond:Ultimate Battle Prequel,6.910327731092437,"Sci-Fi, Super Power, Kids","prequel TV series setting up for the Zhu Zhu Xia: Zhong Ji Jue Zhan feature film. G.G. Bond's father while exploring ruins gets sucked into a dimension of evil through the Dark Gate. He is bestowed power and knowledge and becomes corrupted as the King of Darkness. Ancient monsters are sent through the cracks of the gate to attack G.G. Bond and his team as the 5 elemental powers are stronger than the King of Darkness. By weakening the team, only then can the King of Darkness forcibly open the gate to unless a reign of terror on the Fairy Tale world.",52,"Jun 10, 2015 to Aug, 2015",16472,https://cdn.myanimelist.net/images/anime/1480/93363.jpg,https://myanimelist.net/anime/38136/Zhu_Zhu_Xia__Zhong_Ji_Jue_Zhan_-_Qian_Ye_Pian
4077,38099,Pakkororin,6.910327731092437,Kids,"minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",Ongoing,"Mar 28, 2011 to ?",16474,https://cdn.myanimelist.net/images/anime/1134/93318.jpg,https://myanimelist.net/anime/38099/Pakkororin
4146,38537,Huoli Shaonian Wang zhi You Quan Yingxiong,6.910327731092437,"Game, Kids, Magic, Super Power","other reboot within the Huoli Shaonian Wang franchise again focusing on new characters, new story, unrelated to the previous seasons. Dark energy is growing threatening to ruin the balance of the world. 5 yoyo toys were summoned and 5 teenagers were chosen to master them. They must learn to work as a team to channel the magical spiritual power to push back the dark forces who too have harnessed humans. The magical spiritual power gives them superhero abilities such as flaming armor, the ability of flight, super speed, and water-bending.",42,"Aug 18, 2017 to 2017",16521,https://cdn.myanimelist.net/images/anime/1180/95685.jpg,https://myanimelist.net/anime/38537/Huoli_Shaonian_Wang_zhi_You_Quan_Yingxiong
3763,35962,Papan Ga Panda!,6.910327731092437,"Kids, Music","series of shorts broadcasted on Kids Station. The star a Panda (with other animals present) as they do quick skits usually revolving around singing, dancing, and exercise.",Ongoing,2012 to ?,16543,https://cdn.myanimelist.net/images/anime/6/86918.jpg,https://myanimelist.net/anime/35962/Papan_Ga_Panda
3661,35108,Ninja Tamamaru: Toukaidou Gojuusan-ji,6.910327731092437,"Kids, Martial Arts",The third season of Ninja Tamamaru .,26,"Dec 26, 2009 to Jun 26, 2010",16551,https://cdn.myanimelist.net/images/anime/7/84701.jpg,https://myanimelist.net/anime/35108/Ninja_Tamamaru__Toukaidou_Gojuusan-ji
3045,30117,Monpy,6.910327731092437,"Kids, Adventure",NHK toddler's anime following a monkey named Monpy.,18,1997,16554,https://cdn.myanimelist.net/images/anime/11/72125.jpg,https://myanimelist.net/anime/30117/Monpy
3719,35641,Vary Peri,6.910327731092437,"Adventure, Comedy, Kids, Magic","The Sweetsheart Kingdom is a magical world filled with various sweets and pastries, inhabited by animal people who are good patisseries and cooks experting on each dessert. The kingdom's only Princess, Mousse Bibi is soon going to ascend to the throne as the new Queen, however all she cared on her life is to taste various kinds of cakes and sweets. One day, Lyan, her royal adviser, set up a plan by making her suffer Aguesia. As she is shocked that she can no longer taste anything, he told her that the only way to cure her condition is to search for the legendary magic called Delicious Miracle. She immediately left the castle and venture outside, not knowing to her that Lyne is doing this to eradicate her. Upon her arrival at the town called Cake Village, she first met a denizen of the village named Mocha Dennis, who is very obsessed on his looks. Though the meeting between both him and Benetta is unsettling. She is also unaware that she possesses a hidden potential that would help her search for the legendary magic and be the key on changing the fate of the Sweetsheart Kingdom once and for all! (Source: Wikipedia)",40,"Nov 10, 2012 to Feb 18, 2013",16560,https://cdn.myanimelist.net/images/anime/1133/93044.jpg,https://myanimelist.net/anime/35641/Vary_Peri
4147,38538,Huoli Shaonian Wang zhi Chuanqi Zaixian: Xuji,6.910327731092437,"Adventure, Fantasy, Game, Kids, Magic",The sequel to Huoli Shaonian Wang zhi Chuanqi Zaixian . The main characters have passed through a magical door to the world of the elves. They travel to different countries using their yoyo skills to save this fantasy land.,26,"Mar 20, 2015 to 2015",16562,https://cdn.myanimelist.net/images/anime/1074/95684.jpg,https://myanimelist.net/anime/38538/Huoli_Shaonian_Wang_zhi_Chuanqi_Zaixian__Xuji
3995,37714,Shin Manga Naruhodo Monogatari,6.910327731092437,Kids,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,40,"Apr 2, 1988 to Jan 28, 1989",16568,https://cdn.myanimelist.net/images/anime/1129/91822.jpg,https://myanimelist.net/anime/37714/Shin_Manga_Naruhodo_Monogatari
4162,38612,Power Battle Watch Car,6.910327731092437,"Cars, Kids",The second season of Power Battle Watch Car .,13,"Aug 23, 2016 to Nov 15, 2016",16569,https://cdn.myanimelist.net/images/anime/1376/95955.jpg,https://myanimelist.net/anime/38612/Power_Battle_Watch_Car_Season_2
4338,40091,Xiao Hua Xian 2nd Season,6.910327731092437,"Kids, Magic",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,52,"Aug 7, 2015 to Dec 26, 2015",16574,https://cdn.myanimelist.net/images/anime/1532/102005.jpg,https://myanimelist.net/anime/40091/Xiao_Hua_Xian_2nd_Season
4700,48252,"Ore, Tsushima",6.910327731092437,"Slice of Life, Comedy, Seinen","The manga is centered around an older woman who is often mistaken as a man and called ""Ojii-chan'' by her cats and Tsushima, a strange cat who appears in her garden one day. (Source: MAL News)",Ongoing,Unknown,16586,https://cdn.myanimelist.net/images/anime/1916/112514.jpg,https://myanimelist.net/anime/48252/Ore_Tsushima
3398,33084,Wa Wa Wa Wappi-chan 2nd Season,6.910327731092437,Kids,The second season of Wa Wa Wa Wappi-chan that focuses on the Japanese language more so than the Japanese culture. The opening episode starts with a marathon in Watt Warp Town.,26,"Feb 6, 2007 to 2007",16606,https://cdn.myanimelist.net/images/anime/9/79394.jpg,https://myanimelist.net/anime/33084/Wa_Wa_Wa_Wappi-chan_2nd_Season
4079,38117,Zhu Zhu Xia: Da Nao Huang Gong,6.910327731092437,"Sci-Fi, Super Power, Kids","The series is about the titular character, an intelligent and mischievous pig named G.G. Bond (猪猪侠, meaning ""Pig Hero"") born with superpowers. He is an orphan under the care and custody of Dr. Mihu, his teacher who enjoys inventing different gadgets. This is considered ""season 0"" due to its short length. Originally it was advertised as a for-TV movie. (Source: Wikipedia)",4,2005,16607,https://cdn.myanimelist.net/images/anime/1136/93344.jpg,https://myanimelist.net/anime/38117/Zhu_Zhu_Xia__Da_Nao_Huang_Gong
4204,39012,Capsule Boy 2: Ujuleul Jikyeola,6.910327731092437,"Sci-Fi, Kids",The second season of Capsule Boy . SBS took over broadcasting the show. The art style has been changed for a more modern anime-esque appearance and some voice actors did not reprise their character's roles.,26,"Jan 12, 2019 to Jul 6, 2019",16616,https://cdn.myanimelist.net/images/anime/1364/98275.jpg,https://myanimelist.net/anime/39012/Capsule_Boy_2__Ujuleul_Jikyeola
4010,37798,Chaechaepong Kimchi Pong,6.910327731092437,"Adventure, Kids, Fantasy",The story follows as Tochi and Milo travel the world in search of new Kimchi Pong to save their homes and uncover the secrets behind these creatures.,26,"Aug 9, 2002 to Feb 28, 2003",16617,https://cdn.myanimelist.net/images/anime/1529/92094.jpg,https://myanimelist.net/anime/37798/Chaechaepong_Kimchi_Pong
3708,35508,Shampoo Ouji,6.910327731092437,"Adventure, Fantasy, Kids",Prince Shampoo lives in the clean and shiny Bubble Kingdom. He's bored with his life and decides to jump out of the protective dome and explore the dirty things of the outer world. Here he encounters various people and understands what dirty and cleanliness really mean in the world.,12,"Oct 1, 2007 to Dec 17, 2007",16629,https://cdn.myanimelist.net/images/anime/12/85586.jpg,https://myanimelist.net/anime/35508/Shampoo_Ouji
3529,34182,Nikoniko♪Connie-chan,6.910327731092437,Kids,The 8-year old character Connie-chan from the Japanese children's block Ponkikki Kids (successor to the famous Hirake! Ponkikki show) gets her own anime now as a 18-year old attending Tokyo University.,5,"Apr, 2009",16632,https://cdn.myanimelist.net/images/anime/10/82202.jpg,https://myanimelist.net/anime/34182/Nikoniko♪Connie-chan
4260,39474,Oni (TV),6.910327731092437,"Demons, Kids","Tonko House has partnered with Japanese stop-motion house ""dwarf"" and CG studio Megalis on the new project. Tsutsumi is the directing showrunner of a stop-motion/CGI animated TV series called “Oni,” about a human girl being raised by a mythical Japanese god. Tonko House plans to show test footage of Oni at its first-ever Tonko House Film Festival this spring in Tokyo. (source: Variety.com)",Ongoing,Unknown,16638,https://cdn.myanimelist.net/images/anime/1983/99635.jpg,https://myanimelist.net/anime/39474/Oni_TV
4446,40953,Lalalacoco,6.910327731092437,"Slice of Life, Comedy, Kids",out a girl who loves cute things so much that her daily routine is finding them.,13,"Jan 7, 2020 to Mar 31, 2020",16652,https://cdn.myanimelist.net/images/anime/1171/108294.jpg,https://myanimelist.net/anime/40953/Lalalacoco
3703,35476,Little Charo 4:New York Again,6.910327731092437,"Adventure, Kids",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,36,"Apr 3, 2013 to Dec 18, 2013",16694,https://cdn.myanimelist.net/images/anime/1899/93780.jpg,https://myanimelist.net/anime/35476/Little_Charo_4__Eigo_de_Aruku_New_York
4216,39119,Manga Furusato Mukashibanashi,6.910327731092437,"Adventure, Historical, Kids, Magic, Samurai, Fantasy","Folktales from Japan. Each episode was composed of two stories. The focus of the anime was to showcase folktales from different prefectures. The original airing only reached 18 episodes (36 stories) before stopping, the show was rebroadcast at a later date and the final 8 episodes (16 stories) were shown. The anime was family oriented and funded by the Seibu Department Store chain with a ""Seibu Family Gekijou"" subtitle on each ep, perhaps to mirror the highly successful ""Calpis Family Gekijou"" adoring the World Masterpiece Theater anime program.",26,"Aug 6, 1976 to Dec 24, 1976",16712,https://cdn.myanimelist.net/images/anime/1770/98596.jpg,https://myanimelist.net/anime/39119/Manga_Furusato_Mukashibanashi
3855,36736,Shikato,6.910327731092437,"Comedy, Kids","Shikato can only walk in a straight line, which means that whether colliding into objects or falling off of things, something funny is always happening. (Source: UrumaDelvi Site)",135,"Oct, 1992 to 1993",16724,https://cdn.myanimelist.net/images/anime/7/88831.jpg,https://myanimelist.net/anime/36736/Shikato
3660,35107,Shin Ninja Tamamaru,6.910327731092437,"Kids, Martial Arts",The second season of Ninja Tamamaru .,26,"Dec 27, 2008 to Dec 19, 2009",16733,https://cdn.myanimelist.net/images/anime/9/84700.jpg,https://myanimelist.net/anime/35107/Shin_Ninja_Tamamaru
4543,41951,Mukashi Keibanashi 2nd Season,6.910327731092437,"Comedy, Parody, Sports, Fantasy",Second season of Mukashi Keibanashi .,4,"May 9, 2020 to May 30, 2020",16755,https://cdn.myanimelist.net/images/anime/1357/107487.jpg,https://myanimelist.net/anime/41951/Mukashi_Keibanashi_2nd_Season
4025,37942,Hello Cocomong,6.910327731092437,"Kids, Music","I can dance! I can sing! So, I can speak English! Hello Cocomong is a series of musical episodes teaching kids through song and dance. A large amount of episodes are aimed to teach English to Korean speaking children, though the intention is lost with the official English dub of the show.",13,"Feb 26, 2010 to Feb 25, 2011",16763,https://cdn.myanimelist.net/images/anime/1687/93096.jpg,https://myanimelist.net/anime/37942/Hello_Cocomong
3994,37698,Ukkari Pénélope (2017),6.910327731092437,"Kids, Slice of Life",The 4th season of Ukkari Pénélope .,13,"Oct 4, 2017 to Dec 27, 2017",16764,https://cdn.myanimelist.net/images/anime/1746/91765.jpg,https://myanimelist.net/anime/37698/Ukkari_Pénélope_2017
4155,38571,Tobidase! Dokan-kun,6.910327731092437,"Comedy, Mecha","The fifth season of the Dokan-kun franchise. It aired within the ""Dejisuta Teens"" variety program.",15,"Oct 26, 2011 to Mar 14, 2011",16764,https://cdn.myanimelist.net/images/anime/1618/95814.jpg,https://myanimelist.net/anime/38571/Tobidase_Dokan-kun
3784,36036,Running Man,6.910327731092437,"Action, Adventure, Kids","The Soul Tree, the great source of our race. But for its ultimate power and by those whose minds were blinded by it, it also became the catastrophic cause that had brought never-ending wars between the tribes. Tortured by the agonies of the wars, the leaders of the tribes finally came to a peace agreement that they would instead open a competition. Players, equipped with special watches and shields, compete against each other as winner’s tribe would be awarded with Materion, the sacred fruit of the Soul Tree. These brave players, who throw themselves in this fierce fight, we call them the Runningman. (Source: Official YouTube Channel)",48,"Jul 29, 2017 to Oct 12, 2018",16786,https://cdn.myanimelist.net/images/anime/1325/98783.jpg,https://myanimelist.net/anime/36036/Running_Man
3909,37219,Panda and Little Mole,6.910327731092437,"Comedy, Kids","One day Little Mole finds a cuddly Panda toy in the fields. When the rightful owner claims Panda back Little Mole sets off on a journey to distant China so he can be reunited with Panda. Little Mole is good hearted, friendly and an amazing friend who does not hesitate to travel across the world to see his friend. Panda Hehe lives with friends in the middle of the Chinese countryside. Once Little Mole from the Czech republic gets there, they become an inseparable team and along with other animal friends experience many adventures. (Source: Moleandpanda.com)",52,"Mar 28, 2016 to 2017",16817,https://cdn.myanimelist.net/images/anime/1664/90310.jpg,https://myanimelist.net/anime/37219/Xiongmao_He_Xiao_Yan_Shu
4026,37943,Cocomong 2,6.910327731092437,Kids,The second season of Cocomong .,26,"Mar 4, 2011 to Aug 26, 2011",16838,https://cdn.myanimelist.net/images/anime/1489/93097.jpg,https://myanimelist.net/anime/37943/Cocomong_2
4153,38569,Tatakae! Dokan-kun: Gekitou-kun,6.910327731092437,"Comedy, Mecha","The third season of the Dokan-kun franchise. It aired within the ""Fight Tension☆TV"" variety program.",13,"Jan 5, 2008 to Mar 29, 2008",16845,https://cdn.myanimelist.net/images/anime/1901/95812.jpg,https://myanimelist.net/anime/38569/Tatakae_Dokan-kun__Gekitou-kun
4254,39450,Zen-chan Two-chan,6.910327731092437,Kids,daily educational TV anime broadcasted on NTV focusing on teaching children traffic safety. It was rebroadcasted on other networks till 1978. The anime ran in a 5-minute time slot but shared some of the air time with some live-action shorts/series also meant for children.,78,"Oct 20, 1969 to Jan 17, 1970",16850,https://cdn.myanimelist.net/images/anime/1442/99551.jpg,https://myanimelist.net/anime/39450/Zen-chan_Two-chan
